Date,Price,Open,High,Low,Vol.,Change
2018/1/2,"2,479.65","2,474.86","2,481.02","2,465.94",262.20M,0.0049
2018/1/3,"2,486.35","2,484.63","2,493.40","2,481.91",331.10M,0.0027
2018/1/4,"2,466.46","2,502.50","2,502.50","2,466.45",333.84M,-0.008
2018/1/5,"2,497.52","2,476.85","2,497.52","2,475.51",308.77M,0.0126
2018/1/8,"2,513.28","2,510.70","2,515.37","2,494.18",311.43M,0.0063
2018/1/9,"2,510.23","2,510.73","2,524.73","2,498.41",374.32M,-0.0012
2018/1/10,"2,499.75","2,516.33","2,516.82","2,493.98",444.02M,-0.0042
2018/1/11,"2,487.91","2,496.86","2,502.52","2,483.82",444.34M,-0.0047
2018/1/12,"2,496.42","2,499.87","2,500.87","2,482.15",438.78M,0.0034
2018/1/15,"2,503.73","2,510.97","2,513.30","2,496.18",404.55M,0.0029
2018/1/16,"2,521.74","2,504.16","2,524.55","2,498.55",341.61M,0.0072
2018/1/17,"2,515.43","2,517.19","2,521.97","2,506.49",336.71M,-0.0025
2018/1/18,"2,515.81","2,527.67","2,532.08","2,512.69",333.11M,0.0002
2018/1/19,"2,520.26","2,519.67","2,524.33","2,513.09",351.84M,0.0018
2018/1/22,"2,502.11","2,516.90","2,517.12","2,488.44",342.99M,-0.0072
2018/1/23,"2,536.60","2,510.35","2,536.60","2,507.96",370.01M,0.0138
2018/1/24,"2,538.00","2,533.86","2,547.22","2,531.31",371.09M,0.0006
2018/1/25,"2,562.23","2,536.96","2,564.43","2,536.73",514.60M,0.0095
2018/1/26,"2,574.76","2,560.69","2,574.76","2,553.53",400.65M,0.0049
2018/1/29,"2,598.19","2,588.87","2,607.10","2,587.55",437.48M,0.0091
2018/1/30,"2,567.74","2,590.41","2,599.17","2,567.07",397.04M,-0.0117
2018/1/31,"2,566.46","2,557.37","2,597.14","2,553.01",403.05M,-0.0005
2018/2/1,"2,568.54","2,578.91","2,583.74","2,564.59",595.15M,0.0008
2018/2/2,"2,525.39","2,565.99","2,565.99","2,519.60",481.82M,-0.0168
2018/2/5,"2,491.75","2,487.34","2,503.99","2,476.24",442.35M,-0.0133
2018/2/6,"2,453.31","2,437.02","2,460.28","2,409.38",582.84M,-0.0154
2018/2/7,"2,396.56","2,483.72","2,484.18","2,396.56",460.08M,-0.0231
2018/2/8,"2,407.62","2,400.17","2,423.88","2,393.46",362.42M,0.0046
2018/2/9,"2,363.77","2,346.73","2,372.90","2,346.73",489.11M,-0.0182
2018/2/12,"2,385.38","2,380.49","2,397.90","2,367.31",352.29M,0.0091
2018/2/13,"2,395.19","2,402.89","2,421.80","2,388.54",423.42M,0.0041
2018/2/14,"2,421.83","2,412.47","2,426.63","2,408.02",305.74M,0.0111
2018/2/19,"2,442.82","2,452.52","2,455.12","2,428.15",322.14M,0.0087
2018/2/20,"2,415.12","2,433.35","2,438.48","2,411.23",421.49M,-0.0113
2018/2/21,"2,429.65","2,417.73","2,432.45","2,404.02",432.28M,0.006
2018/2/22,"2,414.28","2,417.18","2,422.62","2,405.23",349.49M,-0.0063
2018/2/23,"2,451.52","2,427.13","2,451.52","2,427.13",300.58M,0.0154
2018/2/26,"2,457.65","2,465.35","2,466.08","2,447.86",321.26M,0.0025
2018/2/27,"2,456.14","2,474.08","2,480.79","2,456.14",271.23M,-0.0006
2018/2/28,"2,427.36","2,447.11","2,460.12","2,426.21",367.56M,-0.0117
2018/3/2,"2,402.16","2,406.57","2,410.34","2,387.25",320.40M,-0.0104
2018/3/5,"2,375.06","2,405.92","2,407.98","2,374.80",312.25M,-0.0113
2018/3/6,"2,411.41","2,400.67","2,413.01","2,392.87",400.11M,0.0153
2018/3/7,"2,401.82","2,413.39","2,429.43","2,395.24",412.97M,-0.004
2018/3/8,"2,433.08","2,420.67","2,433.08","2,407.59",394.85M,0.013
2018/3/9,"2,459.45","2,443.43","2,476.43","2,436.03",437.26M,0.0108
2018/3/12,"2,484.12","2,485.64","2,489.46","2,474.91",391.30M,0.01
2018/3/13,"2,494.49","2,483.05","2,494.49","2,478.76",350.20M,0.0042
2018/3/14,"2,486.08","2,477.43","2,486.98","2,474.77",360.87M,-0.0034
2018/3/15,"2,492.38","2,486.00","2,496.51","2,471.04",344.01M,0.0025
2018/3/16,"2,493.97","2,495.11","2,497.80","2,476.88",377.77M,0.0006
2018/3/19,"2,475.03","2,491.99","2,493.56","2,470.91",477.22M,-0.0076
2018/3/20,"2,485.52","2,456.80","2,485.52","2,456.80",291.50M,0.0042
2018/3/21,"2,484.97","2,488.22","2,492.88","2,483.78",399.07M,-0.0002
2018/3/22,"2,496.02","2,494.84","2,508.71","2,485.34",482.14M,0.0044
2018/3/23,"2,416.76","2,446.73","2,450.40","2,412.62",457.95M,-0.0318
2018/3/26,"2,437.08","2,414.68","2,437.08","2,399.44",306.90M,0.0084
2018/3/27,"2,452.06","2,455.00","2,456.55","2,444.92",332.13M,0.0061
2018/3/28,"2,419.29","2,425.94","2,430.77","2,409.47",501.31M,-0.0134
2018/3/29,"2,436.37","2,421.70","2,439.47","2,413.71",333.36M,0.0071
2018/3/30,"2,445.85","2,454.10","2,458.24","2,445.72",395.33M,0.0039
2018/4/2,"2,444.16","2,454.72","2,467.52","2,440.89",390.32M,-0.0007
2018/4/3,"2,442.43","2,422.26","2,442.43","2,416.44",497.14M,-0.0007
2018/4/4,"2,408.06","2,447.97","2,447.97","2,405.91",551.70M,-0.0141
2018/4/5,"2,437.52","2,426.92","2,446.78","2,420.92",591.04M,0.0122
2018/4/6,"2,429.58","2,420.88","2,433.97","2,417.24",454.31M,-0.0033
2018/4/9,"2,444.08","2,424.15","2,446.28","2,424.15",334.42M,0.006
2018/4/10,"2,450.74","2,439.94","2,454.36","2,419.55",356.39M,0.0027
2018/4/11,"2,444.22","2,456.53","2,458.99","2,441.20",355.19M,-0.0027
2018/4/12,"2,442.71","2,450.95","2,454.95","2,441.58",441.57M,-0.0006
2018/4/13,"2,455.07","2,449.42","2,457.85","2,442.35",395.89M,0.0051
2018/4/16,"2,457.49","2,466.04","2,466.16","2,449.97",347.17M,0.001
2018/4/17,"2,453.77","2,459.39","2,465.63","2,449.08",394.70M,-0.0015
2018/4/18,"2,479.98","2,467.55","2,486.73","2,467.55",647.29M,0.0107
2018/4/19,"2,486.10","2,483.26","2,490.57","2,476.51",727.03M,0.0025
2018/4/20,"2,476.33","2,478.59","2,485.15","2,472.37",531.72M,-0.0039
2018/4/23,"2,474.11","2,473.70","2,478.57","2,466.57",701.42M,-0.0009
2018/4/24,"2,464.14","2,478.47","2,479.32","2,454.44",524.28M,-0.004
2018/4/25,"2,448.81","2,444.19","2,453.54","2,436.51",466.10M,-0.0062
2018/4/26,"2,475.64","2,460.62","2,484.09","2,456.20",520.92M,0.011
2018/4/27,"2,492.40","2,497.75","2,508.13","2,484.19",464.96M,0.0068
2018/4/30,"2,515.38","2,502.29","2,515.38","2,500.22",746.29M,0.0092
2018/5/2,"2,505.61","2,515.75","2,516.57","2,501.71",807.59M,-0.0039
2018/5/3,"2,487.25","2,506.94","2,507.91","2,487.25",614.10M,-0.0073
2018/5/4,"2,461.38","2,486.47","2,487.77","2,461.38",612.02M,-0.0104
2018/5/8,"2,449.81","2,468.45","2,479.75","2,444.08",714.73M,-0.0047
2018/5/9,"2,443.98","2,450.71","2,451.86","2,428.79",593.37M,-0.0024
2018/5/10,"2,464.16","2,458.67","2,464.72","2,448.01",490.00M,0.0083
2018/5/11,"2,477.71","2,469.30","2,483.85","2,468.41",599.90M,0.0055
2018/5/14,"2,476.11","2,482.97","2,486.17","2,471.91",650.71M,-0.0006
2018/5/15,"2,458.54","2,476.87","2,480.22","2,456.20",712.62M,-0.0071
2018/5/16,"2,459.82","2,446.64","2,465.55","2,444.67",691.81M,0.0005
2018/5/17,"2,448.45","2,468.72","2,472.82","2,448.43",596.77M,-0.0046
2018/5/18,"2,460.65","2,459.73","2,461.95","2,452.34",431.38M,0.005
2018/5/21,"2,465.57","2,464.07","2,472.30","2,447.69",588.09M,0.002
2018/5/23,"2,471.91","2,462.98","2,476.86","2,460.07",752.68M,0.0026
2018/5/24,"2,466.01","2,477.48","2,481.31","2,457.84",638.12M,-0.0024
2018/5/25,"2,460.80","2,452.80","2,466.57","2,444.77",653.59M,-0.0021
2018/5/28,"2,478.96","2,465.00","2,482.40","2,463.14",708.36M,0.0074
2018/5/29,"2,457.25","2,476.70","2,479.68","2,457.18",571.84M,-0.0088
2018/5/30,"2,409.03","2,446.81","2,449.88","2,399.58",575.92M,-0.0196
2018/5/31,"2,423.01","2,428.83","2,430.15","2,415.50",816.93M,0.0058
2018/6/1,"2,438.96","2,419.63","2,445.31","2,418.11",603.02M,0.0066
2018/6/4,"2,447.76","2,444.62","2,452.67","2,441.25",438.93M,0.0036
2018/6/5,"2,453.76","2,450.39","2,455.78","2,432.81",501.36M,0.0025
2018/6/7,"2,470.58","2,468.26","2,478.67","2,466.01",474.15M,0.0069
2018/6/8,"2,451.58","2,467.88","2,468.27","2,449.11",530.16M,-0.0077
2018/6/11,"2,470.15","2,454.25","2,470.99","2,448.00",427.95M,0.0076
2018/6/12,"2,468.83","2,474.78","2,479.56","2,462.84",613.17M,-0.0005
2018/6/14,"2,423.48","2,450.86","2,451.95","2,422.37",533.45M,-0.0184
2018/6/15,"2,404.04","2,432.18","2,433.51","2,403.97",502.36M,-0.008
2018/6/18,"2,376.24","2,404.68","2,405.56","2,365.31",564.82M,-0.0116
2018/6/19,"2,340.11","2,373.12","2,379.49","2,336.54",606.30M,-0.0152
2018/6/20,"2,363.91","2,350.24","2,374.52","2,345.22",456.00M,0.0102
2018/6/21,"2,337.83","2,364.16","2,370.58","2,337.83",438.26M,-0.011
2018/6/22,"2,357.22","2,323.08","2,357.40","2,320.76",537.26M,0.0083
2018/6/25,"2,357.88","2,351.89","2,361.39","2,337.22",415.08M,0.0003
2018/6/26,"2,350.92","2,334.75","2,358.01","2,326.61",470.91M,-0.003
2018/6/27,"2,342.03","2,349.38","2,358.71","2,342.02",526.62M,-0.0038
2018/6/28,"2,314.24","2,327.37","2,335.35","2,310.80",414.37M,-0.0119
2018/6/29,"2,326.13","2,325.68","2,329.58","2,296.39",396.66M,0.0051
2018/7/2,"2,271.54","2,322.23","2,327.59","2,271.53",393.26M,-0.0235
2018/7/3,"2,272.76","2,285.88","2,287.39","2,252.36",366.03M,0.0005
2018/7/4,"2,265.46","2,270.95","2,280.81","2,261.34",315.10M,-0.0032
2018/7/5,"2,257.55","2,264.74","2,274.74","2,243.90",346.88M,-0.0035
2018/7/6,"2,272.87","2,261.44","2,283.75","2,247.35",344.43M,0.0068
2018/7/9,"2,285.80","2,276.92","2,294.61","2,267.25",352.64M,0.0057
2018/7/10,"2,294.16","2,299.09","2,305.84","2,292.13",339.92M,0.0037
2018/7/11,"2,280.62","2,277.22","2,287.08","2,262.77",422.99M,-0.0059
2018/7/12,"2,285.06","2,285.93","2,298.56","2,277.73",364.41M,0.0019
2018/7/13,"2,310.90","2,293.07","2,313.80","2,293.07",291.56M,0.0113
2018/7/16,"2,301.99","2,312.26","2,317.84","2,299.79",297.12M,-0.0039
2018/7/17,"2,297.92","2,302.95","2,306.07","2,290.24",379.03M,-0.0018
2018/7/18,"2,290.11","2,313.78","2,319.39","2,287.10",402.77M,-0.0034
2018/7/19,"2,282.29","2,298.91","2,300.18","2,278.94",464.52M,-0.0034
2018/7/20,"2,289.19","2,281.36","2,293.34","2,269.55",353.24M,0.003
2018/7/23,"2,269.31","2,289.61","2,289.61","2,264.42",334.29M,-0.0087
2018/7/24,"2,280.20","2,273.15","2,284.43","2,263.13",436.13M,0.0048
2018/7/25,"2,273.03","2,284.38","2,292.61","2,269.67",309.32M,-0.0031
2018/7/26,"2,289.06","2,284.51","2,297.16","2,276.54",303.33M,0.0071
2018/7/27,"2,294.99","2,292.33","2,295.27","2,284.44",262.14M,0.0026
2018/7/30,"2,293.51","2,290.18","2,296.91","2,283.29",206.50M,-0.0006
2018/7/31,"2,295.26","2,292.23","2,296.60","2,286.02",223.93M,0.0008
2018/8/1,"2,307.07","2,301.17","2,312.65","2,301.13",219.03M,0.0051
2018/8/2,"2,270.20","2,304.14","2,306.72","2,265.46",352.06M,-0.016
2018/8/3,"2,287.68","2,278.33","2,288.93","2,272.94",270.49M,0.0077
2018/8/6,"2,286.50","2,288.51","2,300.38","2,283.26",244.55M,-0.0005
2018/8/7,"2,300.16","2,290.85","2,301.27","2,279.55",230.34M,0.006
2018/8/8,"2,301.45","2,305.73","2,308.60","2,298.41",299.69M,0.0006
2018/8/9,"2,303.71","2,303.04","2,303.71","2,291.91",244.88M,0.001
2018/8/10,"2,282.79","2,295.21","2,295.62","2,277.89",286.16M,-0.0091
2018/8/13,"2,248.45","2,266.43","2,271.82","2,238.55",335.38M,-0.015
2018/8/14,"2,258.91","2,249.86","2,262.52","2,247.37",255.22M,0.0047
2018/8/16,"2,240.80","2,233.05","2,244.08","2,218.09",312.52M,-0.008
2018/8/17,"2,247.05","2,244.61","2,250.92","2,240.14",238.38M,0.0028
2018/8/20,"2,247.88","2,257.35","2,264.42","2,245.06",271.60M,0.0004
2018/8/21,"2,270.06","2,248.04","2,272.86","2,244.59",294.34M,0.0099
2018/8/22,"2,273.33","2,273.68","2,280.31","2,268.91",269.27M,0.0014
2018/8/23,"2,282.60","2,282.57","2,282.88","2,268.06",338.39M,0.0041
2018/8/24,"2,293.21","2,276.16","2,295.22","2,271.35",347.29M,0.0046
2018/8/27,"2,299.30","2,297.32","2,302.87","2,289.41",307.04M,0.0027
2018/8/28,"2,303.12","2,312.14","2,314.60","2,299.45",276.89M,0.0017
2018/8/29,"2,309.03","2,304.66","2,309.88","2,300.21",268.21M,0.0026
2018/8/30,"2,307.35","2,313.11","2,320.85","2,305.46",286.93M,-0.0007
2018/8/31,"2,322.88","2,298.13","2,322.88","2,295.72",255.91M,0.0067
2018/9/3,"2,307.03","2,317.93","2,318.72","2,302.17",230.51M,-0.0068
2018/9/4,"2,315.72","2,308.96","2,317.74","2,302.17",277.01M,0.0038
2018/9/5,"2,291.77","2,310.90","2,315.43","2,288.01",358.19M,-0.0103
2018/9/6,"2,287.61","2,288.80","2,298.47","2,284.50",387.51M,-0.0018
2018/9/7,"2,281.58","2,278.08","2,286.82","2,264.90",357.56M,-0.0026
2018/9/10,"2,288.66","2,277.35","2,289.38","2,276.60",312.61M,0.0031
2018/9/11,"2,283.20","2,286.91","2,295.76","2,275.13",368.21M,-0.0024
2018/9/12,"2,282.92","2,286.28","2,289.66","2,271.00",336.83M,-0.0001
2018/9/13,"2,286.23","2,285.28","2,291.51","2,281.63",301.31M,0.0014
2018/9/14,"2,318.25","2,304.70","2,318.65","2,304.15",292.24M,0.014
2018/9/17,"2,303.01","2,314.55","2,314.55","2,295.26",343.17M,-0.0066
2018/9/18,"2,308.98","2,287.73","2,310.97","2,287.42",309.24M,0.0026
2018/9/19,"2,308.46","2,319.22","2,319.22","2,301.79",350.95M,-0.0002
2018/9/20,"2,323.45","2,314.41","2,334.04","2,311.56",289.08M,0.0065
2018/9/21,"2,339.17","2,332.04","2,339.17","2,325.12",321.70M,0.0068
2018/9/27,"2,355.43","2,331.70","2,355.43","2,331.70",279.23M,0.007
2018/9/28,"2,343.07","2,356.13","2,356.62","2,337.47",317.87M,-0.0052
2018/10/1,"2,338.88","2,349.64","2,352.11","2,333.32",278.31M,-0.0018
2018/10/2,"2,309.57","2,338.28","2,341.55","2,308.90",287.87M,-0.0125
2018/10/4,"2,274.49","2,311.06","2,311.06","2,270.22",309.50M,-0.0152
2018/10/5,"2,267.52","2,269.94","2,278.12","2,250.99",282.14M,-0.0031
2018/10/8,"2,253.83","2,258.73","2,273.71","2,253.83",214.64M,-0.006
2018/10/10,"2,228.61","2,256.03","2,257.52","2,222.95",365.68M,-0.0112
2018/10/11,"2,129.67","2,176.16","2,186.69","2,129.67",411.92M,-0.0444
2018/10/12,"2,161.85","2,131.66","2,173.01","2,129.13",292.57M,0.0151
2018/10/15,"2,145.12","2,155.34","2,159.23","2,141.28",259.18M,-0.0077
2018/10/16,"2,145.12","2,156.00","2,161.76","2,140.19",222.51M,0
2018/10/17,"2,167.51","2,169.44","2,182.77","2,159.37",275.16M,0.0104
2018/10/18,"2,148.31","2,158.80","2,168.01","2,146.61",321.76M,-0.0089
2018/10/19,"2,156.26","2,130.06","2,158.78","2,117.62",351.77M,0.0037
2018/10/22,"2,161.71","2,143.08","2,163.21","2,136.92",308.74M,0.0025
2018/10/23,"2,106.10","2,147.30","2,148.80","2,094.69",373.47M,-0.0257
2018/10/24,"2,097.58","2,119.19","2,121.36","2,092.10",399.73M,-0.004
2018/10/25,"2,063.30","2,046.67","2,066.06","2,033.81",376.01M,-0.0163
2018/10/26,"2,027.15","2,066.57","2,066.57","2,008.86",449.20M,-0.0175
2018/10/29,"1,996.05","2,026.68","2,045.76","1,993.77",427.30M,-0.0153
2018/10/30,"2,014.69","1,985.95","2,028.84","1,985.95",441.58M,0.0093
2018/10/31,"2,029.69","2,022.84","2,030.50","2,006.63",373.03M,0.0074
2018/11/1,"2,024.46","2,035.11","2,054.22","2,023.43",343.81M,-0.0026
2018/11/2,"2,096.00","2,046.61","2,096.63","2,044.94",371.98M,0.0353
2018/11/5,"2,076.92","2,079.81","2,080.49","2,052.67",361.30M,-0.0091
2018/11/6,"2,089.62","2,085.81","2,092.61","2,068.59",315.82M,0.0061
2018/11/7,"2,078.69","2,090.32","2,107.63","2,072.48",485.22M,-0.0052
2018/11/8,"2,092.63","2,109.97","2,120.88","2,092.36",328.03M,0.0067
2018/11/9,"2,086.09","2,093.89","2,101.92","2,082.47",298.07M,-0.0031
2018/11/12,"2,080.44","2,065.92","2,087.24","2,065.52",295.53M,-0.0027
2018/11/13,"2,071.23","2,047.62","2,072.03","2,032.05",383.42M,-0.0044
2018/11/14,"2,068.05","2,071.41","2,075.12","2,060.86",339.05M,-0.0015
2018/11/15,"2,088.06","2,061.47","2,088.61","2,058.73",351.04M,0.0097
2018/11/16,"2,092.40","2,097.94","2,103.11","2,086.54",301.60M,0.0021
2018/11/19,"2,100.56","2,096.13","2,111.39","2,089.37",273.20M,0.0039
2018/11/20,"2,082.58","2,074.67","2,089.54","2,074.67",281.68M,-0.0086
2018/11/21,"2,076.55","2,057.07","2,077.49","2,049.76",267.90M,-0.0029
2018/11/22,"2,069.95","2,079.01","2,081.75","2,066.20",242.50M,-0.0032
2018/11/23,"2,057.48","2,073.26","2,075.91","2,047.96",227.20M,-0.006
2018/11/26,"2,083.02","2,060.17","2,083.96","2,060.17",237.71M,0.0124
2018/11/27,"2,099.42","2,091.75","2,102.29","2,079.49",239.21M,0.0079
2018/11/28,"2,108.22","2,104.13","2,108.65","2,094.32",300.08M,0.0042
2018/11/29,"2,114.10","2,133.95","2,136.74","2,108.90",307.23M,0.0028
2018/11/30,"2,096.86","2,116.83","2,122.33","2,093.83",427.35M,-0.0082
2018/12/3,"2,131.93","2,127.78","2,136.64","2,113.60",436.59M,0.0167
2018/12/4,"2,114.35","2,125.67","2,128.94","2,105.45",507.52M,-0.0082
2018/12/5,"2,101.31","2,086.57","2,107.69","2,086.57",492.72M,-0.0062
2018/12/6,"2,068.69","2,094.62","2,094.62","2,064.00",537.41M,-0.0155
2018/12/7,"2,075.76","2,081.68","2,086.84","2,065.62",371.59M,0.0034
2018/12/10,"2,053.79","2,048.45","2,061.78","2,043.21",344.16M,-0.0106
2018/12/11,"2,052.97","2,058.16","2,060.94","2,047.17",273.93M,-0.0004
2018/12/12,"2,082.57","2,062.77","2,084.77","2,061.13",457.13M,0.0144
2018/12/13,"2,095.55","2,087.43","2,104.43","2,084.37",379.82M,0.0062
2018/12/14,"2,069.38","2,095.64","2,095.64","2,061.40",448.24M,-0.0125
2018/12/17,"2,071.09","2,071.21","2,075.93","2,065.51",444.52M,0.0008
2018/12/18,"2,062.11","2,057.39","2,074.31","2,054.26",429.53M,-0.0043
2018/12/19,"2,078.84","2,068.95","2,080.65","2,063.01",418.80M,0.0081
2018/12/20,"2,060.12","2,063.70","2,071.08","2,047.52",421.06M,-0.009
2018/12/21,"2,061.49","2,052.70","2,061.51","2,049.76",311.39M,0.0007
2018/12/24,"2,055.01","2,050.38","2,059.94","2,046.18",285.28M,-0.0031
2018/12/26,"2,028.01","2,028.81","2,037.83","2,014.28",321.50M,-0.0131
2018/12/27,"2,028.44","2,032.09","2,035.57","2,021.39",398.02M,0.0002
2018/12/28,"2,041.04","2,036.70","2,046.97","2,035.41",352.68M,0.0062
